00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 7~6 250~Курск "Батарейка" 50летОктября
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 13~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 250~Тамбов магазин в Автолинии на Мичуринской
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 6~6 250~Белгород "Батарейка"
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 3~6 250~Богородицк "Батарейка"
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 9~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 3~6 250~Воронеж "Батарейка" Каменка
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 3~6 250~Воронеж "Батарейка" Дорожная
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 3~6 250~Воронеж "Батарейка" Антонова-Овсеенко
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 2~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 2~6 250~Железногорск "Батарейка"
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 2~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 3~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 2~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 2~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 2~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 250~Брянск "Батарейка" Костычева
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 3~6 250~Курск "Батарейка" Дериглазова
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 2~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 4~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 2~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 250~Брянск "Батарейка" Красный Маяк
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 250~Брянск "Батарейка" Нахимова
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 7~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 250~Тамбов "Батарейка" Мичуринская
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 2~6 250~Калуга "Батарейка"
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 2~6 250~Тула "Батарейка"
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 250~
00000003134~АКБ 6СТ-60 "BARS" (обр.) (низкий)~Bars~60-69 (обратный)~60~530~242/175/175~Конус  стандарт~14,2~12~обратная~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 2~6 250~Тамбов "Батарейка" Гастелло (Авторынок)
00000000629~АКБ 6СТ-62 "BARS"~Bars~60-69 (прямой)~62~550~242/175/190~Конус  стандарт~14,8~12~прямая~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 83~6 450~Курск "Батарейка" Стрела
00000000629~АКБ 6СТ-62 "BARS"~Bars~60-69 (прямой)~62~550~242/175/190~Конус  стандарт~14,8~12~прямая~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 83~6 450~Курск "Батарейка" Моковская
00000000629~АКБ 6СТ-62 "BARS"~Bars~60-69 (прямой)~62~550~242/175/190~Конус  стандарт~14,8~12~прямая~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 3~6 450~
00000000629~АКБ 6СТ-62 "BARS"~Bars~60-69 (прямой)~62~550~242/175/190~Конус  стандарт~14,8~12~прямая~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 9~6 450~Курск "Батарейка" 50летОктября
00000000629~АКБ 6СТ-62 "BARS"~Bars~60-69 (прямой)~62~550~242/175/190~Конус  стандарт~14,8~12~прямая~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 450~Алексеевка "Батарейка"
00000000629~АКБ 6СТ-62 "BARS"~Bars~60-69 (прямой)~62~550~242/175/190~Конус  стандарт~14,8~12~прямая~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 6~6 450~Белгород "Батарейка"
00000000629~АКБ 6СТ-62 "BARS"~Bars~60-69 (прямой)~62~550~242/175/190~Конус  стандарт~14,8~12~прямая~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 3~6 450~Богородицк "Батарейка"
00000000629~АКБ 6СТ-62 "BARS"~Bars~60-69 (прямой)~62~550~242/175/190~Конус  стандарт~14,8~12~прямая~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 450~Воронеж "Батарейка" Каменка
00000000629~АКБ 6СТ-62 "BARS"~Bars~60-69 (прямой)~62~550~242/175/190~Конус  стандарт~14,8~12~прямая~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 450~Воронеж "Батарейка" Дорожная
00000000629~АКБ 6СТ-62 "BARS"~Bars~60-69 (прямой)~62~550~242/175/190~Конус  стандарт~14,8~12~прямая~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 450~Воронеж "Батарейка" Антонова-Овсеенко
00000000629~АКБ 6СТ-62 "BARS"~Bars~60-69 (прямой)~62~550~242/175/190~Конус  стандарт~14,8~12~прямая~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 2~6 450~
00000000629~АКБ 6СТ-62 "BARS"~Bars~60-69 (прямой)~62~550~242/175/190~Конус  стандарт~14,8~12~прямая~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 1~6 450~
00000000629~АКБ 6СТ-62 "BARS"~Bars~60-69 (прямой)~62~550~242/175/190~Конус  стандарт~14,8~12~прямая~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 2~6 450~
00000000629~АКБ 6СТ-62 "BARS"~Bars~60-69 (прямой)~62~550~242/175/190~Конус  стандарт~14,8~12~прямая~ОАО "КАЙНАР" (Казахстан, г. Талдыкорган)~~Вналичии 2~6 450~
